blz,bankname,lkz
50210212,RaboDirect,DE
50210300,Eurohypo,DE
50210400,Eurohypo ehem Rheinische Hypothekenbank,DE
50210600,equinet Bank,DE
50210800,"ProCredit Bank, Frankfurt am Main",DE
50510131,SEB TZN MB Ffm,DE
50510132,SEB TZN MB Ffm,DE
50510133,SEB TZN MB Ffm,DE
50510134,SEB TZN MB Ffm,DE
50510135,SEB TZN MB Ffm,DE
50510136,SEB TZN MB Ffm,DE
50510137,SEB TZN MB Ffm,DE
50510138,SEB TZN MB Ffm,DE
50510139,SEB TZN MB Ffm,DE
50510140,SEB TZN MB Ffm,DE
50510141,SEB TZN MB Ffm,DE
50510142,SEB TZN MB Ffm,DE
50510143,SEB TZN MB Ffm,DE
50510144,SEB TZN MB Ffm,DE
50510145,SEB TZN MB Ffm,DE
50510146,SEB TZN MB Ffm,DE
50510147,SEB TZN MB Ffm,DE
50510148,SEB TZN MB Ffm,DE
50510149,SEB TZN MB Ffm,DE
50510150,SEB TZN MB Ffm,DE
50510151,SEB TZN MB Ffm,DE
50510152,SEB TZN MB Ffm,DE
50510153,SEB TZN MB Ffm,DE
50510154,SEB TZN MB Ffm,DE
50510155,SEB TZN MB Ffm,DE
50510156,SEB TZN MB Ffm,DE
50510157,SEB TZN MB Ffm,DE
50510158,SEB TZN MB Ffm,DE
50510159,SEB TZN MB Ffm,DE
50510160,SEB TZN MB Ffm,DE
50510161,SEB TZN MB Ffm,DE
50510162,SEB TZN MB Ffm,DE
50510163,SEB TZN MB Ffm,DE
50510164,SEB TZN MB Ffm,DE
50510165,SEB TZN MB Ffm,DE
50510166,SEB TZN MB Ffm,DE
50510167,SEB TZN MB Ffm,DE
50510168,SEB TZN MB Ffm,DE
50510169,SEB TZN MB Ffm,DE
50510170,SEB TZN MB Ffm,DE
50510171,SEB TZN MB Ffm,DE
50510172,SEB TZN MB Ffm,DE
50510173,SEB TZN MB Ffm,DE
50510174,SEB TZN MB Ffm,DE
50510175,SEB TZN MB Ffm,DE
50510176,SEB TZN MB Ffm,DE
50510177,SEB TZN MB Ffm,DE
50510178,SEB TZN MB Ffm,DE
50510179,SEB TZN MB Ffm,DE
50510180,SEB TZN MB Ffm,DE
50520000,Honda Bank,DE
50520190,UniCredit Bank - HypoVereinsbank,DE
50522222,FIDOR Bank Zndl Frankfurt am Main,DE
50530000,Cronbank,DE
50530001,CRONBANK Zw CS,DE
50540028,Commerzbank,DE
50550020,Städtische Sparkasse Offenbach,DE
50560102,Raiffeisenbank Offenbach/M.-Bieber,DE
50561315,Vereinigte Volksbank Maingau,DE
50570018,Deutsche Bank,DE
50570024,Deutsche Bank Privat und Geschäftskunden,DE
50580005,Commerzbank vormals Dresdner Bank,DE
50580085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
50590000,Offenbacher Volksbank -alt-,DE
50592200,Volksbank Dreieich,DE
50600000,Bundesbank eh Hanau,DE
50620700,Hanseatic Bank,DE
50640015,Commerzbank,DE
50650023,SPARKASSE HANAU,DE
50652124,Sparkasse Langen-Seligenstadt,DE
50661639,VR Bank Main-Kinzig-Büdingen,DE
50661816,Volksbank Heldenbergen Ndl d Frankfurter VB,DE
50662299,Raiffeisenbank Bruchköbel -alt-,DE
50662669,Raiffeisenbank Maintal Ndl d Frankfurter VB,DE
50663699,Raiffeisenbank,DE
50670009,Deutsche Bank,DE
50670024,Deutsche Bank Privat und Geschäftskunden,DE
50680002,Commerzbank vormals Dresdner Bank,DE
50680085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
50690000,Volksbank Raiffeisenbank Hanau Ndl d Frankf VB,DE
50691300,DZB BANK,DE
50692100,Volksbank Seligenstadt,DE
50740048,Commerzbank,DE
50750094,Kreissparkasse Gelnhausen,DE
50761333,Volksbank -alt-,DE
50761613,Volksbank Büdingen -alt-,DE
50763319,Raiffeisenbank Vogelsberg,DE
50780006,Commerzbank vormals Dresdner Bank,DE
50790000,VR Bank Bad Orb-Gelnhausen,DE
50793300,Birsteiner Volksbank,DE
50794300,VR Bank Wächtersbach/Bad Soden-Salmünster -alt,DE
50800000,Bundesbank eh Darmstadt,DE
50810900,DBS Deutsche Bausparkasse,DE
50820292,UniCredit Bank - HypoVereinsbank,DE
50835800,MCE Bank,DE
50840005,Commerzbank,DE
50850049,Landesbank Hessen-Thür Girozentrale,DE
50850150,Stadt- und Kreis-Sparkasse Darmstadt,DE
50851952,Sparkasse Odenwaldkreis,DE
50852553,Kreissparkasse Groß-Gerau,DE
50852651,Sparkasse Dieburg,DE
50861393,Spar- und Darlehnskasse Zell -alt-,DE
50861501,Raiffeisenbank Nördliche Bergstraße,DE
50862311,Volksbank Gräfenhausen -alt-,DE
50862408,Vereinigte Volksbank Griesheim-Weiterstadt,DE
50862703,Volksbank Gersprenztal-Otzberg,DE
50862835,Raiffeisenbank Schaafheim,DE
50862903,Volksbank Mainspitze,DE
50863317,Volksbank Seeheim-Jugenheim,DE
50863513,Volksbank Odenwald,DE
50863906,Volksbank Modautal Modau,DE
50864322,Volksbank Modau,DE
50864808,Volksbank Seeheim-Jugenheim,DE
50865224,VB Mörfelden-Walldorf Ndl d Frankfurter VB,DE
50865503,Volksbank,DE
50870005,Deutsche Bank,DE
50870024,Deutsche Bank Privat und Geschäftskunden,DE
50880050,Commerzbank vormals Dresdner Bank,DE
50880085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
50880086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DE
50890000,Volksbank Darmstadt - Kreis Bergstraße,DE
50890634,apoBank,DE
50892500,Groß-Gerauer Volksbank,DE
50950068,Sparkasse Bensheim,DE
50951469,Sparkasse Starkenburg,DE
50960101,Volksbank Bergstraße -alt-,DE
50961206,Raiffeisenbank Ried,DE
50961312,Raiffeisenbank Groß-Rohrheim,DE
50961592,Volksbank Weschnitztal,DE
50961685,Volksbank Überwald-Gorxheimertal,DE
50970004,Deutsche Bank,DE
50970024,Deutsche Bank Privat und Geschäftskunden,DE
50991400,Volksbank Kreis Bergstraße -alt-,DE
51000000,Bundesbank eh Wiesbaden,DE
51010111,SEB,DE
51010400,Aareal Bank,DE
51010800,Aareal Bank Zw L,DE
51020000,BHF-BANK,DE
51020186,UniCredit Bank - HypoVereinsbank,DE
51040038,Commerzbank,DE
51050015,Nassauische Sparkasse,DE
51070021,Deutsche Bank,DE
51070024,Deutsche Bank Privat und Geschäftskunden,DE
51080060,Commerzbank vormals Dresdner Bank,DE
51080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
51080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK2",DE
51089410,Commerzbank vormals Dresdner Bank ITGK,DE
51090000,Wiesbadener Volksbank,DE
51090636,apoBank,DE
51091400,Volksbank Eltville -alt-,DE
51091500,Rheingauer Volksbank,DE
51091700,vr bank Untertaunus,DE
51091711,Bank f Orden u Mission Zndl vr bk Untertaunus,DE
51140029,Commerzbank,DE
51150018,Kreissparkasse Limburg,DE
51151919,Kreissparkasse Weilburg,DE
51161606,Volksbank Langendernbach,DE
51170010,Deutsche Bank,DE
51170024,Deutsche Bank Privat und Geschäftskunden,DE
51180041,Commerzbank vormals Dresdner Bank,DE
51190000,Vereinigte Volksbank Limburg,DE
51191200,Volksbank Goldner Grund,DE
51191800,Volksbank Schupbach,DE
51192200,Volks- und Raiffeisenbank Weilmünster -alt-,DE
51210600,"BNP PARIBAS Ndl Frankfurt, Main",DE
51210700,NIBC Bank Zndl Frankfurt am Main,DE
51210800,Societe Generale,DE
51220200,SEB Merchant Banking,DE
51220211,SEB Frankfurt SAP,DE
51220400,Bank Saderat Iran,DE
51220700,ZIRAAT BANK International,DE
51220800,Banco do Brasil,DE
51220900,Morgan Stanley Bank,DE
51220910,Morgan Stanley Bank,DE
51230100,Eurohypo ehem. Deutsche Hypothekenbank,DE
51230400,RBS ( Deutschland ) Frankfurt am Main,DE
51230500,"Standard Chartered Bank Germany Branch, Frankfurt",DE
51230502,ETC Standard Chartered Bank Germany Branch,DE
51230600,Europe ARAB Bank,DE
51230800,Wirecard Bank,DE
51230801,Wirecard Bank,DE
51230802,Wirecard Bank,DE
51230805,Wirecard Bank,DE
51250000,Taunus-Sparkasse,DE
51300000,Bundesbank,DE
51310111,SEB,DE
51340013,Commerzbank,DE
51343224,Commerzbank,DE
51350025,Sparkasse Gießen,DE
51351526,Sparkasse Grünberg,DE
51352227,Sparkasse Laubach-Hungen,DE
51361021,Volksbank Heuchelheim,DE
51361704,Volksbank Holzheim -alt-,DE
51362514,VR Bank Mücke -alt-,DE
51363407,Volksbank Garbenteich -alt-,DE
51370008,Deutsche Bank,DE
51370024,Deutsche Bank Privat und Geschäftskunden,DE
51380040,Commerzbank vormals Dresdner Bank,DE
51380085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
51390000,Volksbank Mittelhessen,DE
51410111,SEB direct,DE
51410600,Merrill Lynch International Bank Limited Zndl Frankfurt,DE
51410700,Bank of China,DE
51410800,OnVista Bank,DE
51420200,Misr Bank-Europe,DE
51420300,Bank Julius Bär Europe,DE
51420600,Svenska Handelsbanken Deutschland,DE
51430300,Nordea Bank Finland,DE
51430321,Nordea Bank Finland,DE
51430400,"Goldman, Sachs & Co",DE
51540037,Commerzbank,DE
51550035,Sparkasse Wetzlar,DE
51560231,Volksbank Wetzlar-Weilburg -alt-,DE
51570008,Deutsche Bank,DE
51570024,Deutsche Bank Privat und Geschäftskunden,DE
51580044,Commerzbank vormals Dresdner Bank,DE
51591300,Volksbank Brandoberndorf,DE
51640043,Commerzbank,DE
51650045,Sparkasse Dillenburg,DE
51690000,Volksbank Dill VB und Raiffbk,DE
51691500,Volksbank Herborn-Eschenburg,DE
51752267,Sparkasse Battenberg,DE
51762434,VR Bank Biedenkopf-Gladenbach,DE
51850079,Sparkasse Oberhessen,DE
51861325,BVB Volksbank Ndl d Frankfurter Volksbank,DE
51861403,Volksbank Butzbach,DE
51861616,Landbank Horlofftal,DE
51861806,Volksbank Ober-Mörlen,DE
51862677,Weiseler Volksbank -alt-,DE
51961023,Volksbank,DE
51961515,Spar- und Darlehnskasse Stockhausen,DE
51961801,Volksbank Feldatal,DE
51990000,Volksbank Lauterbach-Schlitz,DE
52000000,Bundesbank,DE
52010111,SEB,DE
52040021,Commerzbank,DE
52050000,Landeskreditkasse Kassel,DE
52050353,Kasseler Sparkasse,DE
52051373,Stadtsparkasse Borken (Hessen),DE
52051555,Stadtsparkasse Felsberg,DE
52051877,Stadtsparkasse Grebenstein,DE
52052154,Kreissparkasse Schwalm-Eder,DE
52053458,Stadtsparkasse Schwalmstadt,DE
52060000,DZ BANK,DE
52060208,Kurhessische Landbank,DE
52060400,Evangelische Kreditgenossenschaft Gf,DE
52060410,Evangelische Kreditgenossenschaft,DE
52061210,Genossenschaftsbank Bad Wildungen -alt-,DE
52061303,Raiffeisenbank Borken,DE
52062200,VR-Bank Chattengau,DE
52062601,VR-Bank Schwalm-Eder,DE
52062699,Volks- Raiffeisenbank Gf GAA,DE
52063369,VR-Bank Spangenberg-Morschen,DE
52063550,Raiffeisenbank,DE
52064156,Raiffeisenbank,DE
52065220,Raiffeisenbank,DE
52069013,Raiffeisenbank Burghaun,DE
52069029,Spar-u. Kredit-Bank,DE
52069065,Raiffeisenbank Langenschwarz,DE
52069103,Raiffeisenbank Trendelburg,DE
52069129,Raiffeisenbank Freienhagen-Höringhausen -alt-,DE
52069149,Raiffeisenbank Volkmarsen,DE
52069183,Raiffeisenbank Bottendorf -alt-,DE
52069503,Raiffeisenbank Ulmbach -alt-,DE
52069519,Frankenberger Bank Raiffeisenbank,DE
52070012,Deutsche Bank,DE
52070024,Deutsche Bank Privat und Geschäftskunden,DE
52071212,Deutsche Bank,DE
52071224,Deutsche Bank Privat und Geschäftskunden,DE
52080080,Commerzbank vormals Dresdner Bank,DE
52080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK1",DE
52090000,Kasseler Bank,DE
52090611,apoBank,DE
52240006,Commerzbank,DE
52250030,Sparkasse Werra-Meißner,DE
52260385,VR-Bank Werra-Meißner,DE
52270012,Deutsche Bank,DE
52270024,Deutsche Bank Privat und Geschäftskunden,DE
52350005,Sparkasse Waldeck-Frankenberg,DE
52360059,Waldecker Bank,DE
52410300,Reisebank,DE
52410310,ReiseBank Gf2,DE
52410400,Korea Exchange Bank (Deutschland),DE
52410600,NEWEDGE GROUP (Frankfurt Branch) Zndl d NewedgeGroup,DE
52410700,"ABN AMRO Clearing Bank, Frankfurt Branch",DE
52410900,Maple Bank,DE
52411000,Cash Express Gesellschaft f Finanz-u Reisedienstleistungen,DE
52411010,Cash Express Gesellschaft f.Finanz-u.Reisedienstleistungen,DE
52420000,Credit Agricole CIB Deutschland,DE
52420300,SHINHAN BANK EUROPE,DE
52420600,Agricultural Bank of Greece Frankfurt Branch,DE
52420700,SECB Swiss Euro Clearing Bank,DE
52430000,Credit Mutuel - BECM - Ndl Deutschland,DE
52430100,Banque Federative Credit Mutuel Ndl Deutschl,DE
53000000,Bundesbank eh Fulda,DE
53040012,Commerzbank,DE
53050180,Sparkasse Fulda,DE
53051396,Kreissparkasse Schlüchtern,DE
53060180,VR Genossenschaftsbank Fulda,DE
53061230,VR-Bank NordRhön,DE
53061313,Volksbank Raiffeisenbank Schlüchtern,DE
53062035,Raiffeisenbank,DE
53062350,Raiffeisenbank Biebergrund-Petersberg,DE
53064023,Raiffeisenbank,DE
53070007,Deutsche Bank,DE
53070024,Deutsche Bank Privat und Geschäftskunden,DE
53080030,Commerzbank vormals Dresdner Bank,DE
53093200,VR Bank HessenLand,DE
53093255,AgrarBank,DE
53200000,Bundesbank eh Bad Hersfeld,DE
53240048,Commerzbank,DE
53250000,Sparkasse Bad Hersfeld-Rotenburg,DE
53260145,Raiffeisenbank Asbach-Sorga,DE
53261202,Bankverein Bebra,DE
53261342,Raiffeisenbank Werratal-Landeck,DE
53261700,Raiffeisenbank Aulatal -alt-,DE
53262073,Raiffeisenbank Haunetal,DE
53262455,Raiffeisenbank Ronshausen-Marksuhl,DE
53270012,Deutsche Bank,DE
53270024,Deutsche Bank Privat und Geschäftskunden,DE
53280081,Commerzbank vormals Dresdner Bank,DE
53290000,VR-Bank Bad Hersfeld-Rotenburg,DE
53340024,Commerzbank,DE
53350000,Sparkasse Marburg-Biedenkopf,DE
53361724,Raiffeisenbank,DE
53370008,Deutsche Bank,DE
53370024,Deutsche Bank Privat und Geschäftskunden,DE
53380042,Commerzbank vormals Dresdner Bank,DE
53381843,Commerzbank vormals Dresdner Bank,DE
53390635,apoBank,DE
54000000,Bundesbank eh Kaiserslautern,DE
54020090,UniCredit Bank - HypoVereinsbank,DE
54020474,UniCredit Bank - HypoVereinsbank Ndl 697 Kais,DE
54030011,Service Credit Union Overseas Headquarters,DE
54040042,Commerzbank,DE
54050110,Stadtsparkasse Kaiserslautern,DE
54050220,Kreissparkasse Kaiserslautern,DE
54051550,Kreissparkasse Kusel,DE
54051660,Stadtsparkasse Landstuhl -alt-,DE
54051990,Sparkasse Donnersberg,DE
54061650,VR-Bank Westpfalz,DE
54062027,Raiffeisenbank Donnersberg -alt-,DE
54070024,Deutsche Bank Privat und Geschäftskunden,DE
54070092,Deutsche Bank,DE
54080021,Commerzbank vormals Dresdner Bank,DE
54090000,Volksbank Kaiserslautern-Nordwestpfalz,DE
54091700,Volksbank Lauterecken,DE
54091800,VR Bank Nordwestpfalz -alt-,DE
54092400,Volksbank Glan-Münchweiler,DE
54210111,SEB,DE
54220091,UniCredit Bank - HypoVereinsbank,DE
54220576,UniCredit Bank - HypoVereinsbank Ndl 358 Pirm,DE
54240032,Commerzbank,DE
54250010,Sparkasse Südwestpfalz,DE
54261700,VR-Bank Südwestpfalz,DE
54262330,Raiffeisenbank Vinningen -alt-,DE
54270024,Deutsche Bank Privat und Geschäftskunden,DE
54270096,Deutsche Bank,DE
54280023,Commerzbank vormals Dresdner Bank,DE
54290000,VR-Bank Pirmasens,DE
54291200,Raiffeisen- u Volksbank Dahn,DE
54500000,Bundesbank,DE
54510067,Postbank,DE
54520071,UniCredit Bank - HypoVereinsbank Ndl 650 Lu,DE
54520194,UniCredit Bank - HypoVereinsbank,DE
54540033,Commerzbank,DE
54550010,Sparkasse Vorderpfalz,DE
54550120,Kreissparkasse Rhein-Pfalz,DE
54560320,VR Bank Ludwigshafen -alt-,DE
54561310,RV Bank Rhein-Haardt,DE
54570024,Deutsche Bank Privat und Geschäftskunden,DE
54570094,Deutsche Bank,DE
54580020,Commerzbank vormals Dresdner Bank,DE
54620093,UniCredit Bank - HypoVereinsbank,DE
54620574,UniCredit Bank - HypoVereinsbank Ndl 660 Ne/W,DE
54640035,Commerzbank,DE
54651240,Sparkasse Rhein-Haardt,DE
54661800,Raiffeisenbank Freinsheim,DE
54663270,Raiffeisenbank Friedelsheim-Rödersheim,DE
54670024,Deutsche Bank Privat und Geschäftskunden,DE
54670095,Deutsche Bank,DE
54680022,Commerzbank vormals Dresdner Bank,DE
54690623,apoBank,DE
54691200,VR Bank Mittelhaardt,DE
54750010,Kreis- und Stadtsparkasse Speyer,DE
54760900,Evangelische Kreditgenossenschaft - Filiale Speyer-,DE
54761411,Raiffeisenbank Schifferstadt -alt-,DE
54790000,Volksbank Kur- und Rheinpfalz,DE
54820674,UniCredit Bank - HypoVereinsbank Ndl 659 LanP,DE
54850010,Sparkasse Südliche Weinstraße in Landau,DE
54851440,Sparkasse Germersheim-Kandel,DE
54861190,Raiffeisenbank Oberhaardt-Gäu -alt-,DE
54862390,Raiffeisenbank,DE
54862500,VR Bank Südpfalz,DE
54891300,VR Bank Südliche Weinstraße,DE
55000000,Bundesbank,DE
55010111,SEB,DE
55010400,Aareal Bank GF - BK01 -,DE
55010424,Aareal Bank,DE
55010625,Aareal Bank Clearing Wiesbaden,DE
55010800,Investitions- und Strukturbank RP,DE
55020000,BHF-BANK,DE
55020100,Bausparkasse Mainz,DE
55020486,UniCredit Bank - HypoVereinsbank,DE
55020500,Bank für Sozialwirtschaft,DE
55020600,Westdeutsche Immobilien Bank,DE
55020700,Süd-West-Kreditbank Finanzierung,DE
55030500,GE Capital Bank,DE
55030533,GE Capital Direkt,DE
55033300,Santander Consumer Bank,DE
55040022,Commerzbank,DE
55040060,Commerzbank CC,DE
55040061,Commerzbank CC,DE
55050000,ZV Landesbank Baden-Württemberg,DE
55050120,Sparkasse Mainz,DE
55060321,VR-Bank Mainz,DE
55060417,VR-Bank Mainz,DE
55060611,Genobank Mainz,DE
55060831,apoBank,DE
55061303,Budenheimer Volksbank,DE
55061507,VR-Bank Mainz,DE
55061907,Volksbank Rhein-Selz -alt-,DE
55070024,Deutsche Bank Privat und Geschäftskunden,DE
55070040,Deutsche Bank,DE
55080044,"Commerzbank, TF MZ 1",DE
55080065,Commerzbank vormals Dresdner Bank,DE
55080085,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1",DE
55080086,"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2",DE
55080088,"Commerzbank, TF MZ 2",DE
55090500,Sparda-Bank Südwest,DE
55091200,Volksbank Alzey,DE
55150098,Clearingkonto LRP-SI,DE
55160195,Pax-Bank,DE
55190000,Mainzer Volksbank,DE
55190028,Mainzer Volksbank,DE
55190050,Mainzer Volksbank,DE
55190064,Mainzer Volksbank,DE
55190065,Mainzer Volksbank,DE
55190068,Mainzer Volksbank,DE
55190088,Mainzer Volksbank,DE
55190094,Mainzer Volksbank,DE
55340041,Commerzbank,DE
55350010,Sparkasse Worms-Alzey-Ried,DE
55360784,Volksbank Rheindürkheim -alt-,DE
55361202,Raiffeisenbank Alsheim-Gimbsheim,DE
55362071,Volksbank Bechtheim,DE
55390000,Volksbank Worms-Wonnegau,DE
56000000,Bundesbank eh Bad Kreuznach,DE
56020086,UniCredit Bank - HypoVereinsbank,DE
56050180,Sparkasse Rhein-Nahe,DE
56051790,Kreissparkasse Rhein-Hunsrück,DE
56061151,Raiffeisenbank Kastellaun,DE
56061472,Volksbank Hunsrück-Nahe,DE
56062227,Volksbank,DE
56062577,Vereinigte Raiffeisenkassen -alt-,DE
56070024,Deutsche Bank Privat und Geschäftskunden,DE
56070040,Deutsche Bank,DE
56090000,Volksbank Rhein-Nahe-Hunsrück,DE
56240050,Commerzbank,DE
56250030,Kreissparkasse Birkenfeld,DE
56261073,Volksbank Kirn-Sobernheim -alt-,DE
56261735,Raiffeisenbank Nahe,DE
56270024,Deutsche Bank Privat und Geschäftskunden,DE
56270044,Deutsche Bank,DE
56290000,Volksbank-Raiffeisenbank Naheland -alt-,DE
57000000,Bundesbank,DE
57010111,SEB,DE
57020086,UniCredit Bank - HypoVereinsbank,DE
57020301,MKB Mittelrheinische Bank,DE
57020500,Oyak Anker Bank,DE
57020600,Debeka Bausparkasse,DE
57040044,Commerzbank,DE
57050120,Sparkasse Koblenz,DE
57051001,Kreissparkasse Westerwald,DE
57051870,Kreissparkasse Cochem-Zell -alt-,DE
57060000,WGZ Bank,DE
57060612,apoBank,DE
57062675,Raiffeisenbank,DE
57063478,Volksbank Vallendar-Niederwerth,DE
57064221,Volksbank Mülheim-Kärlich,DE
57069067,Raiffeisenbank Lutzerather Höhe,DE
57069081,Raiffeisenbank Moselkrampen,DE
57069144,Raiffeisenbank Kaisersesch,DE
57069238,Raiffeisenbank Neustadt,DE
57069257,Raiffeisenbank Untermosel,DE
57069315,Raiffeisenbank Straßenhaus -alt-,DE
57069361,Raiffeisenbank Welling,DE
57069526,Raiffeisenbank Idarwald -alt-,DE
57069727,Raiffeisenbank Irrel,DE
57069806,VR-Bank Hunsrück-Mosel,DE
57069858,Raiffeisenbank Pronsfeld-Waxweiler Gs -alt-,DE
57070024,Deutsche Bank Privat und Geschäftskunden,DE
57070045,Deutsche Bank,DE
57080070,Commerzbank vormals Dresdner Bank,DE
57090000,Volksbank Koblenz Mittelrhein,DE
57090900,PSD Bank Koblenz,DE
57091000,Volksbank Montabaur-Höhr-Grenzhausen,DE
57091100,Volksbank Höhr-Grenzhausen -alt-,DE
57091500,Volksbank Boppard -alt-,DE
57092800,Volksbank Rhein-Lahn,DE
57263015,Raiffeisenbank Unterwesterwald,DE
57351030,Kreissparkasse Altenkirchen,DE
57361476,Volksbank Gebhardshain,DE
57363243,Raiffeisenbank Niederfischbach -alt-,DE
57391200,Volksbank Daaden,DE
57391500,"Volksbank Hamm, Sieg",DE
57391800,Westerwald Bank,DE
57400000,Bundesbank eh Neuwied,DE
57450120,Sparkasse Neuwied,DE
57460117,Volks- und Raiffeisenbank Neuwied-Linz,DE
57461759,Raiffeisenbank Mittelrhein,DE
57470024,Deutsche Bank Privat und Geschäftskunden,DE
57470047,Deutsche Bank,DE
57650010,Kreissparkasse Mayen,DE
57661253,Raiffeisenbank,DE
57662263,VR Bank Rhein-Mosel,DE
57751310,Kreissparkasse Ahrweiler,DE
57761591,Volksbank RheinAhrEifel,DE
57762265,Raiffeisenbank Grafschaft-Wachtberg,DE
58500000,Bundesbank eh Trier,DE
58510111,SEB,DE
58520086,UniCredit Bank - HypoVereinsbank,DE
58540035,Commerzbank,DE
58550130,Sparkasse Trier,DE
58560103,Volksbank Trier,DE
58560294,Pax-Bank,DE
58561250,Volksbank Hermeskeil -alt-,DE
58561626,Volksbank Saarburg -alt-,DE
58561771,Raiffeisenbank Mehring-Leiwen,DE
58564788,Volksbank Hochwald-Saarburg,DE
58570024,Deutsche Bank Privat und Geschäftskunden,DE
58570048,Deutsche Bank,DE
58580074,Commerzbank vormals Dresdner Bank,DE
58590900,PSD Bank Trier Ndl der PSD Bank Köln,DE
58650030,Kreissparkasse Bitburg-Prüm,DE
58651240,Kreissparkasse Vulkaneifel,DE
58660101,Volksbank Bitburg,DE
58661901,Raiffeisenbank Westeifel,DE
58662653,Raiffeisenbank östl Südeifel,DE
58668818,Raiffeisenbank Neuerburg-Land -alt-,DE
58691500,Volksbank Eifel Mitte,DE
58751230,Sparkasse Mittelmosel-Eifel Mosel Hunsrück,DE
58760954,Vereinigte Volksbank Raiffeisenbank,DE
58761343,Raiffeisenbank Zeller Land,DE
58771224,Deutsche Bank Privat und Geschäftskunden,DE
58771242,Deutsche Bank,DE
58790100,Vereinigte Volksbank,DE
59000000,Bundesbank,DE
59010011,ZVC Postbank Gf FK 11,DE
59010012,ZVC Postbank Gf FK 12,DE
59010013,ZVC Postbank Gf FK 13,DE
59010014,ZVC Postbank Gf FK 14,DE
59010015,ZVC Postbank Gf FK 15,DE
59010016,ZVC Postbank Gf FK 16,DE
59010017,ZVC Postbank Gf FK 17,DE
59010018,ZVC Postbank Gf FK 18,DE
59010019,ZVC Postbank Gf FK 19,DE
59010020,ZVC Postbank GF FK 20,DE
59010021,ZVC Postbank GF FK 21,DE
59010022,ZVC Postbank GF FK 22,DE
59010023,ZVC Postbank GF FK 23,DE
59010024,ZVC Postbank GF FK 24,DE
59010025,ZVC Postbank GF FK 25,DE
59010026,ZVC Postbank GF FK 26,DE
59010027,ZVC Postbank Gf FK 27,DE
59010028,ZVC Postbank Gf FK 28,DE
59010029,ZVC Postbank Gf FK 29,DE
59010031,ZVC Postbank Gf FK 31,DE
59010032,ZVC Postbank Gf FK 32,DE
59010033,ZVC Postbank Gf FK 33,DE
59010034,ZVC Postbank Gf FK 34,DE
59010035,ZVC Postbank Gf FK 35,DE
59010036,ZVC Postbank Gf FK 36,DE
59010037,ZVC Postbank Gf FK 37,DE
59010038,ZVC Postbank Gf FK 38,DE
59010039,ZVC Postbank Gf FK 39,DE
59010040,ZVC Postbank Gf FK 40,DE
59010041,ZVC Postbank Gf FK 41,DE
59010042,ZVC Postbank Gf FK 42,DE
59010044,ZVC Postbank Gf FK 44,DE
59010045,ZVC Postbank Gf FK 45,DE
59010047,ZVC Postbank Gf FK 47,DE
59010048,ZVC Postbank Gf FK 48,DE
59010049,ZVC Postbank Gf FK 49,DE
59010066,Postbank,DE
59010111,SEB,DE
59010400,Saarl Investitionskreditbank,DE
59020090,UniCredit Bank - HypoVereinsbank,DE
59020700,Hanseatic Bank,DE
59040000,Commerzbank,DE
59050000,Landesbank Saar,DE
59050101,Sparkasse Saarbrücken,DE
59051090,Stadtsparkasse Völklingen,DE
59052020,SKG BANK,DE
59070000,Deutsche Bank Saarbruecken,DE
59070070,Deutsche Bank Privat und Geschäftskunden,DE
59080090,Commerzbank vormals Dresdner Bank,DE
59090626,apoBank,DE
59090900,PSD Bank RheinNeckarSaar,DE
59091000,Volksbank Völklingen-Warndt,DE
59091500,Volksbank Sulzbachtal -alt-,DE
59091800,Volksbank Quierschied -alt-,DE
59092000,Vereinigte Volksbank im Regionalverband Saarbrücken,DE
59099530,Raiffeisenkasse Wiesbach -alt-,DE
59099550,Volksbank Nahe-Schaumberg,DE
59190000,Bank 1 Saar,DE
59190100,VVBS Ver. Volksbanken Saarbrücken-St Ingbert,DE
59190200,Volksbank Saar-West,DE
59251020,Kreissparkasse St. Wendel,DE
59252046,Sparkasse Neunkirchen,DE
59290100,Volksbank Neunkirchen,DE
59291000,St. Wendeler Volksbank,DE
59291200,Volksbank Saarpfalz,DE
59291300,Volksbank Spiesen-Elversberg -alt-,DE
59292400,Eppelborner Volksbank -alt-,DE
59300000,Bundesbank eh Saarlouis,DE
59320087,UniCredit Bank - HypoVereinsbank,DE
59350110,Kreissparkasse Saarlouis,DE
59351040,Sparkasse Merzig-Wadern,DE
59390100,Volksbank Saarlouis,DE
59391100,Volksbank Untere Saar,DE
59391200,Volksbank Überherrn,DE
59391800,Volksbank Wadgassen,DE
59392000,Volksbank Dillingen,DE
59392200,Volksbank Untere Saar,DE
59392400,Volksbank,DE
59393000,levoBank,DE
